Area,Area Confidence,Perimeter,Perimeter Confidence,Compactness,Compactness Confidence,Kernel Length,Kernel Length Confidence,Kernel Width,Kernel Width Confidence,Asymmetry Coefficient,Asymmetry Coefficient Confidence,Kernel Groove Length,Kernel Groove Length Confidence,Wheat Variety
14.11,7.319341883234854,14.18,97.12075281962814,0.882,59.36185874860408,5.541,69.13344758903868,3.221,94.86709096447534,2.7539999999999996,20.07194198324832,5.038,73.75490927111235,1
13.45,86.61683573665721,14.02,38.23533128201745,0.8604,90.94870627958156,5.516,0.5507078325543091,3.065,35.23625204215367,3.531,81.69186732056046,5.0969999999999995,30.1322965230045,1
13.16,78.81164487252263,13.82,80.27115308003569,0.8662,99.43934088859884,5.454,12.004464732009835,2.975,80.35628034992965,0.8551,35.99909240617184,5.056,87.35096217006009,1
15.49,82.85059714691135,14.94,43.292159138053634,0.8724,4.621794831314552,5.757000000000001,30.265363687643365,3.3710000000000004,64.1192963154336,3.412,15.14863912720431,5.228,97.58824199729277,1
14.09,34.08974641165834,14.41,16.475421868327377,0.8529,79.74427119286909,5.7170000000000005,88.71913551832168,3.1860000000000004,84.33255786143236,3.92,56.68743199071905,5.2989999999999995,82.20163698767597,1
13.94,61.518603255903656,14.17,32.546727685726395,0.8728,85.75878253608825,5.585,74.68604394462109,3.15,60.61603719535075,2.124,84.48434112605253,5.012,7.512543760771095,1
15.05,78.19036016327547,14.68,12.63300748348425,0.8779,31.95744372072056,5.712000000000001,97.07917256397661,3.3280000000000003,87.03849857380972,2.129,78.0561072535501,5.36,31.5458568481098,1
16.12,37.803962883838736,15.0,90.88847599027045,0.9,38.31476259821177,5.709,54.302873943036666,3.485,40.51629833211974,2.27,62.20402649317941,5.443,92.57857896092999,1
16.2,57.07815255990233,15.27,95.94240800441438,0.8734,58.02537596763331,5.8260000000000005,57.19682275786375,3.464,67.9002691631347,2.823,73.10380068460375,5.527,85.93843990279285,1
17.08,22.37140727487692,15.38,11.918673240587484,0.9079,91.88402309707125,5.832000000000001,55.13768068142746,3.6830000000000003,62.06371614737384,2.9560000000000004,33.61145774153067,5.484,13.325329151192067,1
14.8,8.17432623523937,14.52,60.06790811870585,0.8823,39.99285933380419,5.656000000000001,52.56272138017167,3.2880000000000003,52.77337094812512,3.112,14.271145506552207,5.309,44.222434471645286,1
14.28,26.672364298173633,14.17,40.822409770858314,0.8944,88.00301687734118,5.397,54.20405711205759,3.298,56.44399778449616,6.685,25.500966051425156,5.001,36.39424204756041,1
13.54,89.07681278553054,13.85,11.809003100178916,0.8871,75.85605282041756,5.348,81.85675511269973,3.156,53.57619817100272,2.5869999999999997,34.9353644134569,5.178,74.74696638978153,1
13.5,56.44468332401974,13.85,29.5475514811817,0.8852,15.227307970622551,5.351,95.33687347014596,3.158,39.377071932774186,2.249,27.913377110264136,5.176,2.8709642509242794,1
13.16,92.50672021084732,13.55,24.82163710806481,0.9009,91.36799203638492,5.138,40.83007693497043,3.201,89.83193875803987,2.461,46.77614049126817,4.783,31.547696454447482,1
15.5,45.77692590412453,14.86,74.95768111897567,0.882,1.5181052589951283,5.877000000000001,62.99652426023742,3.3960000000000004,63.27294059296804,4.711,14.903233165931407,5.528,74.97795906946959,1
15.11,27.71827661076983,14.54,0.4008955954045934,0.8986,14.517825004687479,5.579,30.775940755398768,3.4619999999999997,54.912307212594094,3.128,13.0261785975196,5.18,88.68701722994498,1
13.8,78.70146635603288,14.04,18.983870393308365,0.8794,66.48112128866875,5.376,30.191038646507018,3.155,5.393905639716545,1.56,25.27238668942108,4.961,4.062634488104666,1
15.36,82.77681566457296,14.76,43.87730701199369,0.8861,5.711968663889245,5.7010000000000005,50.63173505975552,3.3930000000000002,50.85281141837572,1.367,19.650369190022143,5.132000000000001,58.83534304951312,1
14.99,1.2381744486666624,14.56,2.103467308587126,0.8883,37.948988567418354,5.57,58.62676586235078,3.377,17.51467230959347,2.958,80.17006261598003,5.175,66.36085482644283,1
14.79,67.0411639023931,14.52,62.752658853748045,0.8819,12.997885852693347,5.545,54.999446699402576,3.2910000000000004,21.50232188197363,2.7039999999999997,53.7556824225385,5.111000000000001,87.29168662865777,1
14.86,9.168312261651778,14.67,60.56275385785042,0.8676,46.28892738532562,5.678,97.65797032009982,3.258,43.461226876448,2.129,19.841122286775725,5.351,42.457942801990164,1
14.43,11.51024984279273,14.4,83.53323508828639,0.8751,83.99803437546011,5.585,16.297123769479814,3.272,54.59568203984656,3.975,42.92171054788668,5.144,97.30496846376721,1
15.78,88.5060070379661,14.91,20.660581568518467,0.8923,90.60843513491861,5.6739999999999995,63.66644129872755,3.4339999999999997,25.041213288033703,5.593,87.19155657278634,5.136,19.742578441529734,1
14.49,4.002353689016469,14.61,28.478161356158882,0.8538,3.5469640321885043,5.715,99.45310087813287,3.113,27.093438017989424,4.1160000000000005,57.76121477722593,5.396,11.476261606396566,1
14.33,23.96333648675093,14.28,54.23394307527486,0.8831,6.085175666886455,5.504,73.6135286551329,3.199,53.01463399957483,3.3280000000000003,55.39142523743498,5.224,13.004550318256214,1
14.52,98.81584986060327,14.6,27.32256972129319,0.8557,84.06240353653226,5.7410000000000005,56.59085142333045,3.113,47.32340732669327,1.4809999999999999,39.13180732095813,5.487,58.672377844334,1
15.03,42.10135874302673,14.77,58.5738083402959,0.8658,4.2814783255611495,5.702000000000001,36.836315259984175,3.2119999999999997,40.328748307282304,1.933,19.5837438721729,5.439,12.244049997288652,1
14.46,11.55581805922733,14.35,25.088222945000915,0.8818,27.359026507134498,5.388,40.213888348307435,3.377,10.375352013793403,2.802,62.54050875808675,5.044,26.65968124444289,1
14.92,16.73834374613318,14.43,68.35271525859574,0.9006,11.743671769283647,5.3839999999999995,93.65230922325853,3.412,37.34776531836002,1.1420000000000001,7.714940721601781,5.088,19.630165235257778,1
15.38,24.142028509784307,14.77,79.1090718368002,0.8857,9.103770695709379,5.662000000000001,89.53304495737954,3.4189999999999996,65.44212622752214,1.999,78.61899485237686,5.222,5.52936670281473,1
12.11,74.40064165370084,13.47,80.86546201638075,0.8392,2.7622889724836064,5.159,66.96762890989386,3.032,54.41989404197219,1.5019999999999998,5.752485268012175,4.519,96.23832662114691,1
11.42,10.28341459863098,12.86,97.36161095498468,0.8683,63.75130126648525,5.008,89.87478918617728,2.85,54.47527137062477,2.7,74.63473111792467,4.607,33.492537533535824,1
11.23,91.07644182793334,12.63,54.537700382586884,0.884,74.46142679398567,4.902,92.51636496933648,2.8789999999999996,84.38181117509362,2.269,38.26291443202949,4.703,96.40157641060344,1
12.36,37.82772705442261,13.19,49.080927982901436,0.8923,68.67713765586763,5.0760000000000005,84.63435694934304,3.042,72.31630497228716,3.22,68.24114332903525,4.605,72.32340153655419,1
13.22,97.02640365282106,13.84,85.56976997986436,0.868,84.56227719182262,5.395,38.34161927467227,3.07,68.45892413021832,4.157,59.100540427047065,5.088,21.976923887144086,1
12.78,90.92227281507112,13.57,76.90673858593793,0.8716,66.30161884986934,5.2620000000000005,46.43646424409569,3.0260000000000002,3.041366203908369,1.176,12.91756754568837,4.782,93.25466799393286,1
12.88,29.402358494854774,13.5,57.05446293870352,0.8879,38.970192767534385,5.138999999999999,79.59075032289314,3.1189999999999998,30.812795792137816,2.352,53.85021012004435,4.607,0.9351998671515926,1
14.34,25.34101360411267,14.37,38.32563847662638,0.8726,63.10630237160113,5.63,37.263302978751554,3.19,68.24123198703762,1.3130000000000002,7.416754906970224,5.15,98.16548190172134,1
14.01,47.701009597226786,14.29,28.404744573355924,0.8625,96.95948083687031,5.609,74.93638087232053,3.158,15.57727759655333,2.217,24.12183124566043,5.132000000000001,3.2264367970746055,1
14.37,10.012914395045202,14.39,10.813920873416805,0.8726,64.16033330232526,5.569,48.14203811335208,3.153,91.34730441814906,1.464,38.166891142299065,5.3,25.33133469424036,1
12.73,65.20501994894173,13.75,80.75490893732804,0.8458,24.309173409213013,5.412000000000001,33.6541305396399,2.8819999999999997,14.192653951509627,3.533,28.56711685837189,5.067,55.19571977843915,1
17.63,3.9620213413704475,15.98,11.807153053066555,0.8673,6.01840957099572,6.191,45.6148287680224,3.5610000000000004,87.91214438292661,4.0760000000000005,66.17593520798354,6.06,0.9177761004041995,2
16.84,1.050615151867229,15.67,74.72652346880434,0.8623,93.51659997400952,5.997999999999999,11.650945606622187,3.484,21.626835677080958,4.675,98.68346854833972,5.877000000000001,76.47118187499721,2
17.26,98.25836265504634,15.73,54.5287089768146,0.8763,59.04954982942085,5.978,35.44967557839694,3.594,84.15897548272802,4.539,35.68615149636432,5.791,8.465419355261005,2
19.11,29.55498600489178,16.26,96.49453287863278,0.9081,34.961474261040884,6.154,41.5194430561813,3.93,84.82296822024989,2.9360000000000004,83.85970978312444,6.079,81.70863477387695,2
16.82,59.657064318844135,15.51,76.10656598531885,0.8786,60.53527496610309,6.017,1.816357668492674,3.486,33.54647112272019,4.004,22.509934230030492,5.841,3.5104356302697926,2
16.77,44.98445346300978,15.62,97.35197845800539,0.8638,56.02575960634735,5.9270000000000005,17.207397382000554,3.438,88.85923720325766,4.92,70.93308876738105,5.795,52.81577125210466,2
17.32,31.328086106892794,15.91,13.659401293980755,0.8599,52.21717727865457,6.064,26.023304736439833,3.403,15.9767792788182,3.824,34.77203659126339,5.922000000000001,20.943697126947193,2
20.71,6.2964790047645325,17.23,50.03714738318865,0.8763,6.080464202945668,6.579,85.78840280109546,3.8139999999999996,84.91095140212457,4.4510000000000005,53.53633261603788,6.4510000000000005,28.876406880483373,2
18.94,91.33920171659405,16.49,57.25782871654547,0.875,35.32275523761348,6.445,58.95771368306654,3.639,38.173454875596,5.064,8.858336146387947,6.362,49.04844128034528,2
17.12,96.98132768381156,15.55,31.12514573124735,0.8892,41.26500229395509,5.85,28.714490644357717,3.5660000000000003,43.9717601281703,2.858,82.73532189349466,5.746,37.13779771692987,2
16.53,96.979650449647,15.34,50.303248820649756,0.8823,19.9368340608838,5.875,99.77266968258559,3.467,11.785978061485968,5.532,20.88351376755534,5.88,39.198005903101304,2
18.72,11.13623101268919,16.19,35.6818763603346,0.8977,88.0105231228507,6.006,25.7920600019801,3.8569999999999998,60.100526470797924,5.324,46.34527491174777,5.879,65.34304773321632,2
20.2,21.519327003609845,16.89,52.83939713514435,0.8894,42.41197773808294,6.285,51.37883371656904,3.864,26.975582014987186,5.172999999999999,29.02957931201211,6.187,19.524138863623165,2
19.57,61.78068800115557,16.74,0.08447179488895173,0.8779,66.23856654024448,6.3839999999999995,73.95197854992286,3.772,66.68793014210087,1.472,81.02029533838505,6.273,18.150123348479184,2
19.51,97.9952885890077,16.71,44.23143321124289,0.878,71.35464494458958,6.3660000000000005,69.13205405598512,3.801,79.93879440342788,2.9619999999999997,59.259472864150354,6.185,68.43940066028998,2
18.27,54.29131974847156,16.09,44.95521437392589,0.887,74.32830602725053,6.172999999999999,43.35026840560392,3.6510000000000002,60.36840226733041,2.443,61.51849357234862,6.197,29.69628569142482,2
18.88,68.81898080477126,16.26,30.47991882212113,0.8969,72.11152909126986,6.084,77.69976922420457,3.764,0.8184809515470737,1.649,75.47485637932493,6.109,93.295518741951,2
18.98,66.18344288753492,16.66,39.94027475965406,0.8590000000000001,75.22085016390994,6.5489999999999995,48.57941062410494,3.67,95.23352385289844,3.6910000000000003,25.489656342834177,6.497999999999999,42.62400911276279,2
21.18,25.9085991853645,17.21,78.30873111719909,0.8989,25.158069415076422,6.5729999999999995,71.54650675477161,4.033,91.96811677159859,5.78,5.8248170108083475,6.231,47.402111711708706,2
20.88,54.16022629129655,17.05,68.34128839628029,0.9031,97.64036766928967,6.45,49.1376541177529,4.032,64.29353217227562,5.016,82.85553737078101,6.321000000000001,2.317024385437416,2
20.1,30.732111781251348,16.99,49.22991328917098,0.8746,15.100975378386005,6.581,97.14946851276203,3.785,37.950634767851675,1.955,31.560514986441923,6.449,2.065552718963659,2
18.76,24.638119608509225,16.2,64.76682418421831,0.8984,91.86473950993009,6.172000000000001,71.61799402916624,3.7960000000000003,56.19137655369324,3.12,81.22711266008682,6.053,10.476783409087497,2
18.81,8.136876538378779,16.29,37.755821185101304,0.8906,85.4568775207563,6.272,9.137723642916374,3.693,88.28120686199001,3.237,95.66394159445416,6.053,62.56280957010675,2
18.59,28.07867235646755,16.05,20.391405043667977,0.9066,85.21642911799677,6.037000000000001,12.947012637659617,3.86,45.952880405162425,6.001,62.919124828189155,5.877000000000001,66.45434097928273,2
18.36,98.33767172194024,16.52,0.3875657877555727,0.8452,5.2811254837533905,6.666,96.65147971332321,3.485,77.92182447906873,4.933,10.329198921112503,6.4479999999999995,95.2197558029905,2
16.87,44.79022405332955,15.65,27.762125160942187,0.8648,9.121808344389947,6.138999999999999,22.92283753318002,3.463,59.85589003506996,3.696,85.39871307856775,5.9670000000000005,43.2469433749579,2
19.31,65.20105345126706,16.59,59.8164198713661,0.8815,81.30558022323218,6.341,2.6136048907525855,3.81,42.227922585653346,3.477,63.34281234927437,6.2379999999999995,70.76705663069866,2
18.98,64.34660802698417,16.57,88.16629330706961,0.8687,46.916682646518794,6.449,25.322374817515026,3.552,93.3526555971385,2.144,24.589920598766767,6.452999999999999,34.36021383024037,2
18.17,94.0734522249,16.26,82.942124998853,0.8637,37.02531911379256,6.271,47.97870574496967,3.512,40.84309071759418,2.853,20.787202942545967,6.273,7.406193499957913,2
18.72,39.04785511389232,16.34,51.096020787119315,0.8809999999999999,98.46874722293573,6.218999999999999,95.21685622554448,3.6839999999999997,60.57791222780027,2.188,50.77213153006307,6.097,42.0185448194247,2
16.41,30.67842948515136,15.25,98.7018145049427,0.8866,4.011793528964002,5.718,39.91299021963799,3.525,5.327428951253488,4.217,12.156584793434376,5.617999999999999,70.16243302391591,2
17.99,32.72414146871332,15.86,46.15809738698034,0.8992,53.146505380560484,5.89,72.35055877822263,3.694,47.076386793806954,2.068,90.60200824268411,5.837000000000001,80.42238242502245,2
19.46,31.67351468856021,16.5,83.45934861668383,0.8985,44.33497761507071,6.1129999999999995,83.43625217899383,3.892,3.7414235219977887,4.308,70.7862192483059,6.0089999999999995,95.19835922269637,2
19.18,84.71347658262151,16.63,40.896534128097116,0.8717,12.820312302867764,6.369,8.916201761131004,3.681,70.41328675848595,3.3569999999999998,81.92821811677477,6.229,83.21729347701793,2
18.95,89.35002455216011,16.42,74.46306177387316,0.8829,39.51882627859874,6.247999999999999,61.189195480060775,3.755,0.05902410461580132,3.3680000000000003,38.3820523775021,6.148,56.36143882604942,2
18.83,30.28093296725163,16.29,98.75916912226816,0.8917,70.7647404810502,6.037000000000001,99.57843575691612,3.786,4.206556701485164,2.553,92.31913053799073,5.879,55.03659839916063,2
18.85,33.433340565076186,16.17,30.533659236797618,0.9056,88.23156092024081,6.152,54.95959685614494,3.806,11.112561514520136,2.843,13.395476947645024,6.2,50.10951895648471,2
17.63,54.422541418218415,15.86,17.03128252132843,0.88,2.4619711463343408,6.0329999999999995,53.448617772668015,3.573,13.957489677104329,3.747,71.62500513967017,5.928999999999999,47.7606517076249,2
19.94,57.898543631708385,16.92,62.003370872766084,0.8752,52.45095586030891,6.675,34.670253878112725,3.763,50.80783647537448,3.252,25.460402462682087,6.55,68.04915498076595,2
18.55,59.59625400010044,16.22,53.095618037403455,0.8865,9.037659503525841,6.153,94.61053956418472,3.674,35.62883999275355,1.7380000000000002,0.3631626946558053,5.894,57.57062949628933,2
18.45,24.509800389524862,16.12,35.9422031985154,0.8921,80.03934571550349,6.107,96.95992389771277,3.7689999999999997,27.090331005250146,2.235,12.089146531089002,5.794,85.71618256569391,2
19.38,2.0374028446252357,16.72,0.3519242097051234,0.8716,8.578527943670455,6.303,10.316984902710391,3.7910000000000004,98.36236057298181,3.678,20.1544046298763,5.965,45.00741556564184,2
19.13,24.37592998279158,16.31,38.91626416098043,0.9035,3.4193321017138345,6.183,55.28338602115797,3.9019999999999997,90.89999196574396,2.109,76.33452680909095,5.9239999999999995,47.1174911896706,2
19.14,7.232753387141089,16.61,42.58694721036601,0.8722,38.42362020772886,6.2589999999999995,41.962922986529314,3.737,65.48623394699247,6.682,37.804995971211,6.053,83.20793007930175,2
20.97,55.1204754915506,17.25,40.5252071738319,0.8859,73.26061745063001,6.563,67.16461609387466,3.991,80.20869677805449,4.677,48.203064162281585,6.316,67.56362678065963,2
19.06,7.091636753953445,16.45,86.12453089775505,0.8854,31.320669304744754,6.416,11.864663656894624,3.719,81.9708367418291,2.248,61.358183049163316,6.162999999999999,52.44509972745295,2
18.96,7.512979225452298,16.2,58.44280270821319,0.9077,13.000489965304752,6.051,26.533429089601647,3.897,24.517343884360088,4.334,26.766037224015605,5.75,56.34465051065645,2
19.15,63.53820935630572,16.45,73.38307924531678,0.889,79.45722220851718,6.245,27.875337883116092,3.815,80.82860605552212,3.0839999999999996,63.84335843307868,6.185,80.5704045269075,2
18.89,29.08215504193956,16.23,89.79091716371104,0.9008,80.6919381895185,6.227,47.97129393005412,3.7689999999999997,23.981162239268738,3.639,67.15719302788204,5.966,60.73820035137986,2
20.03,79.21847578822924,16.9,74.87734635751376,0.8811,85.58597987725722,6.492999999999999,79.32828344714875,3.8569999999999998,56.23565610644854,3.063,92.13691544113192,6.32,25.91504026605581,2
20.24,49.32610427501379,16.91,49.27020519050469,0.8897,30.374447326405686,6.315,85.78475121235483,3.9619999999999997,35.77170064449074,5.901,50.28668212377829,6.188,31.024321179589307,2
18.14,86.26489777797094,16.12,74.57683402868463,0.8772,42.483036101897355,6.059,78.64236400590823,3.563,15.865919825735098,3.6189999999999998,85.52861244264474,6.011,60.460496513078496,2
16.17,15.417959616284405,15.38,64.03554004952638,0.8588,24.538999425425345,5.7620000000000005,67.68068346699462,3.387,77.68544334216305,4.2860000000000005,96.77517210967089,5.702999999999999,4.584809230205011,2
18.43,50.14295859466933,15.97,64.87454346633405,0.9077,55.71774930165061,5.98,8.719275792238957,3.7710000000000004,91.6341667652535,2.984,76.88954149308205,5.905,45.75763602371297,2
15.99,79.4983493746024,14.89,62.96753586886549,0.9064,33.01071667897478,5.3629999999999995,38.971707317075364,3.582,31.369855569597014,3.3360000000000003,42.119183688272656,5.144,89.1906860139498,2
18.75,7.7106986263916095,16.18,40.69989749884928,0.8999,33.86633359590182,6.111000000000001,66.87016222424276,3.8689999999999998,87.9762535745481,4.188,27.197979758661926,5.992000000000001,23.21438007651623,2
18.65,94.92279489729363,16.41,62.92620312875881,0.8698,78.36214184097365,6.285,29.42477813509059,3.594,34.62560940793962,4.391,9.773187837962228,6.102,44.415604478975844,2
17.98,17.324210837160358,15.85,63.373251094562754,0.8993,95.62961600402224,5.979,50.78183971193535,3.687,65.75553612841176,2.2569999999999997,83.10268136396309,5.919,69.95045876204917,2
20.16,77.62089829859356,17.03,93.71179595389776,0.8735,58.41403192367585,6.513,90.5078361876925,3.773,99.57895941910351,1.91,12.960001965353074,6.185,92.55037779777602,2
17.55,98.48958711440726,15.66,78.2473685370823,0.8991,10.468793011995759,5.791,11.615703706526205,3.69,77.20707350640242,5.3660000000000005,55.95128984441713,5.6610000000000005,69.62732224799603,2
18.3,82.15501447435145,15.89,84.62680666010907,0.9108,65.25749326846105,5.979,85.38766539036541,3.755,5.5667211241665076,2.8369999999999997,45.3930718852491,5.962000000000001,62.58303757372137,2
18.94,31.978400279300566,16.32,76.74997901425722,0.8942,44.86117178480802,6.144,10.582967213640748,3.825,43.48726676027125,2.908,4.4846419158992346,5.949,38.38949640268863,2
15.38,10.68777345815598,14.9,81.53258619910288,0.8706,98.8030557026313,5.8839999999999995,38.636443476107694,3.2680000000000002,37.630325823086665,4.462,21.433776910558812,5.795,43.73592812884615,2
16.16,51.43582510552493,15.33,60.54623947302108,0.8644,71.93814951479868,5.845,90.53894035696106,3.395,29.39317953132611,4.266,82.28965828576935,5.795,64.19469349922403,2
15.56,91.93569392106879,14.89,34.945008838668365,0.8823,83.4786106507209,5.776,20.12000617915647,3.408,81.6135550597578,4.9719999999999995,53.86596159811745,5.847,35.63198884690598,2
15.38,29.348949437066775,14.66,26.458325831813635,0.899,70.12862601882121,5.477,52.07426269174332,3.465,44.10201966627824,3.6,92.43946249503632,5.439,78.48712870144318,2
17.36,89.37587976957899,15.76,70.80200270648295,0.8785,53.561900578639175,6.145,41.66040326891619,3.574,69.92402988527708,3.5260000000000002,90.79739842078219,5.971,0.8190618871184552,2
15.57,14.168064702669492,15.15,87.39420748131903,0.8527,89.68183918281254,5.92,88.79472832020315,3.2310000000000003,63.4931136739595,2.64,9.402755705351773,5.879,75.14176185511582,2
15.6,91.04816743927341,15.11,54.42467578028801,0.858,83.1617064708009,5.832000000000001,99.20646960788638,3.286,51.89957852987459,2.725,67.81168114103045,5.752000000000001,74.2046758935078,2
16.23,3.175994589733666,15.18,15.20699669575002,0.885,29.1325887614329,5.872000000000001,28.85925611028892,3.472,5.603122220558799,3.7689999999999997,4.265817885401368,5.922000000000001,30.644005819214527,2
13.07,31.606867776088286,13.92,83.29752851974283,0.848,15.703189522008742,5.472,49.24765425448292,2.9939999999999998,67.30352499596889,5.303999999999999,42.26665707957995,5.395,1.4960783157332957,3
13.32,90.30882837141124,13.94,48.45430789114676,0.8613,37.03518687876949,5.541,89.50051502153464,3.073,89.1383085497047,7.035,44.1774943387442,5.44,33.81587736965972,3
13.34,80.38562809839719,13.95,46.710262827818426,0.862,52.10776725725857,5.388999999999999,54.47956764179482,3.074,17.21994321274304,5.995,95.6872732737817,5.307,58.918581812055024,3
12.22,90.71537669967972,13.32,4.538805984571925,0.8652,9.738008983062873,5.224,21.462493977480868,2.967,64.27444191716964,5.468999999999999,59.53175015896558,5.221,78.69470702412067,3
11.82,84.07185222467378,13.4,51.028092279009584,0.8274,34.537928645586035,5.314,75.96623124447221,2.7769999999999997,48.74393485070537,4.471,19.000060742607296,5.178,87.03662160764746,3
11.21,74.61848854045222,13.13,74.47476654547171,0.8167,57.490566421198,5.279,33.70892991203666,2.687,34.09845810940497,6.169,50.97473068893228,5.275,20.85631617649414,3
11.43,68.95951793002646,13.13,42.25978111457399,0.8335,4.35746185518513,5.176,48.597437219962046,2.719,71.04267189017098,2.221,52.182888508250144,5.132000000000001,8.173683530569898,3
12.49,17.81548656443236,13.46,35.517731358855144,0.8658,81.49486765188296,5.267,0.8561907394052604,2.967,97.51989661364331,4.421,19.70745863968024,5.002,11.988612019629674,3
12.7,43.263800097623694,13.71,65.68435388988519,0.8491,65.1117045683278,5.386,98.89670441246217,2.911,2.1664682628631304,3.26,35.97313512760017,5.316,98.90483008399374,3
