Area,Area Confidence,Perimeter,Perimeter Confidence,Compactness,Compactness Confidence,Kernel Length,Kernel Length Confidence,Kernel Width,Kernel Width Confidence,Asymmetry Coefficient,Asymmetry Coefficient Confidence,Kernel Groove Length,Kernel Groove Length Confidence
12.88,99.7111774716784,13.5,99.79903878519197,0.8879,99.16997439646376,5.138999999999999,99.83530984921697,3.1189999999999998,99.40955171745289,2.352,97.85718842228808,4.607,96.91414355821726
14.34,99.38739225702967,14.37,99.2880057722795,0.8726,99.730263368471,5.63,99.06731734737826,3.19,99.7819466152892,1.3130000000000002,69.24124152503907,5.15,96.77556118339383
14.01,99.74350010044012,14.29,99.98927242401466,0.8625,98.76383256195386,5.609,98.84348012212895,3.158,99.03664010306437,2.217,97.39155488333985,5.132000000000001,97.88905465287789
14.37,99.69893261646584,14.39,99.74477117571931,0.8726,98.73177385039659,5.569,99.30082496654283,3.153,98.58263839976196,1.464,72.86481443854123,5.3,99.02574400771812
12.73,99.07615536602154,13.75,99.41122052288556,0.8458,98.86038946497432,5.412000000000001,99.94294711992404,2.8819999999999997,98.21419008805023,3.533,90.57214020404722,5.067,97.69157730010785
17.63,99.71638753620036,15.98,99.66265348381826,0.8673,98.48822008056037,6.191,99.39488303151653,3.5610000000000004,98.95545358373481,4.0760000000000005,90.18514794778555,6.06,98.1994732794978
16.84,99.92152998864752,15.67,98.91925394749599,0.8623,97.49810206416375,5.997999999999999,99.38346907383257,3.484,98.6926199122901,4.675,89.33495215287257,5.877000000000001,98.14328465124117
17.26,99.89057991609239,15.73,99.18842040781203,0.8763,97.90978347688277,5.978,99.6963043024722,3.594,98.67802012819595,4.539,89.4925129274859,5.791,98.58461754750167
19.11,99.53613507778675,16.26,99.31666016734883,0.9081,98.58503874371041,6.154,99.30030884375006,3.93,98.0211462634572,2.9360000000000004,91.73791302958224,6.079,96.41696351958602
16.82,99.26953261281902,15.51,99.9722352381466,0.8786,99.94691580212725,6.017,99.0148000581755,3.486,99.74028571659005,4.004,88.12211469259334,5.841,98.58722618589255
16.77,99.61352654113571,15.62,98.71022121613952,0.8638,99.0483167749806,5.9270000000000005,98.49068264252374,3.438,99.66783544322554,4.92,89.24207666206365,5.795,99.47827005334278
17.32,99.30188460455672,15.91,98.93641054265278,0.8599,98.80409600730852,6.064,98.27180427903419,3.403,97.67734058341718,3.824,91.15896565340792,5.922000000000001,99.2947443040364
20.71,99.2556430293169,17.23,99.86609481819858,0.8763,97.03838247811657,6.579,99.77654947585815,3.8139999999999996,97.36806210357929,4.4510000000000005,95.63533192792582,6.4510000000000005,98.34651330942589
18.94,98.88016142781922,16.49,99.5841147864505,0.875,98.01652322577696,6.445,98.56650463510513,3.639,98.79036932165644,5.064,88.72874344170091,6.362,99.52168977912801
17.12,99.97797424530917,15.55,99.57857848117288,0.8892,99.97801891111094,5.85,98.63123181883253,3.5660000000000003,99.75145000660554,2.858,98.4763853974502,5.746,97.98324048471704
16.53,99.24314942990058,15.34,99.64830530742478,0.8823,99.64718551047994,5.875,99.73203732210288,3.467,99.88201532821681,5.532,89.74588390001276,5.88,97.32704814673986
18.72,99.94295672919684,16.19,99.29528297561967,0.8977,98.296155995871,6.006,98.94614610970143,3.8569999999999998,98.84526478410196,5.324,92.55014411353783,5.879,98.35214463431419
20.2,99.47489793514303,16.89,99.51549270632142,0.8894,98.14083129151008,6.285,98.38697006451193,3.864,98.00293255428669,5.172999999999999,94.30473992842889,6.187,99.13818278786049
19.57,98.81127982679322,16.74,99.31609317929008,0.8779,99.78285122257623,6.3839999999999995,99.08304558817608,3.772,99.61145019417845,1.472,55.21467645246856,6.273,99.5510849448177
19.51,99.63818400990986,16.71,99.94515985476164,0.878,99.10304260764119,6.3660000000000005,99.82028501547579,3.801,99.71104184892758,2.9619999999999997,92.04275484116486,6.185,99.95063050503703
18.27,99.90960094212274,16.09,99.49833243596667,0.887,99.40113244528254,6.172999999999999,99.82579045489625,3.6510000000000002,99.81475330460874,2.443,87.17470076814719,6.197,97.04836013239938
18.88,99.10119905239168,16.26,99.53713458403615,0.8969,99.29922194845268,6.084,98.03267117513352,3.764,99.2701724595201,1.649,61.72555371727212,6.109,98.08780729327775
18.98,99.95366895961833,16.66,99.78878051387468,0.8590000000000001,98.0720500812431,6.5489999999999995,98.52726532488147,3.67,98.48548213032376,3.6910000000000003,95.37612014202517,6.497999999999999,97.61572608392332
21.18,99.36536445061978,17.21,99.16475481335686,0.8989,97.94117957260286,6.5729999999999995,98.26244189936666,4.033,98.99642842242301,5.78,93.4329771203426,6.231,96.72856455572835
20.88,99.57797593781879,17.05,99.40197578688742,0.9031,98.72784021366276,6.45,99.23888011044359,4.032,99.62247634643208,5.016,95.50055985370531,6.321000000000001,99.81307681427319
20.1,99.42368169769634,16.99,98.96725671449342,0.8746,99.13257372845653,6.581,99.5819193194113,3.785,99.19421467023946,1.955,69.12209260558895,6.449,99.21651196194692
18.76,99.97008924928102,16.2,99.50833279316139,0.8984,99.98133867989225,6.172000000000001,99.44759029766492,3.7960000000000003,99.41550953867912,3.12,97.7161532476701,6.053,97.95680550040672
18.81,99.36436756033417,16.29,99.37811488846648,0.8906,97.7397724639661,6.272,99.13730182915195,3.693,98.5891012852268,3.237,98.15157679367546,6.053,99.31941018500612
18.59,99.75314573374153,16.05,99.93604382254617,0.9066,99.36556320029453,6.037000000000001,99.53582412471815,3.86,98.93604453177024,6.001,91.9684749583451,5.877000000000001,98.92867125893025
18.36,99.04977417093328,16.52,99.54317021604567,0.8452,99.86214081582979,6.666,97.0161136212189,3.485,99.84459546742808,4.933,86.50951544570972,6.4479999999999995,99.33477901912296
16.87,99.6394633717857,15.65,99.95730311038388,0.8648,98.60063736073073,6.138999999999999,98.61613169843221,3.463,98.72690902138062,3.696,89.78379564697843,5.9670000000000005,98.24316472932742
19.31,99.8490925238733,16.59,99.91467501003785,0.8815,98.71275006285993,6.341,99.68622545466259,3.81,98.99707119377882,3.477,99.79296117053633,6.2379999999999995,98.18517017024297
18.98,99.7896163091344,16.57,99.26909841453775,0.8687,96.86493546972808,6.449,99.71305982266836,3.552,97.23402481634137,2.144,79.10295807576333,6.452999999999999,99.86335516032568
18.17,99.78645620400053,16.26,99.81695087456353,0.8637,99.13639160370646,6.271,99.1532796251249,3.512,98.63899984236177,2.853,95.74507855992313,6.273,98.54151331525995
18.72,99.54171646918907,16.34,99.76829921202395,0.8809999999999999,99.70974191398027,6.218999999999999,99.16939056230379,3.6839999999999997,99.36863251302891,2.188,79.44022401800005,6.097,99.71495211370365
16.41,99.77991751836687,15.25,99.00703775812147,0.8866,98.75733479879167,5.718,98.61568293447918,3.525,99.23606817685487,4.217,90.07162706397345,5.617999999999999,97.15198597575613
17.99,99.40134913225151,15.86,99.90190631656463,0.8992,99.66078632648447,5.89,97.75108401751805,3.694,99.43178339891224,2.068,77.03393993046119,5.837000000000001,98.13602982124347
19.46,99.9657297217566,16.5,99.51195088945097,0.8985,99.6810015944099,6.1129999999999995,98.6079818427489,3.892,99.98989899896767,4.308,96.35837825343458,6.0089999999999995,98.7481288743205
19.18,99.77167814119976,16.63,99.88357570867767,0.8717,99.32541939001679,6.369,99.62842891029113,3.681,98.91121355435618,3.3569999999999998,99.95608270805843,6.229,99.76066456998723
18.95,99.96365684545596,16.42,99.947360653065,0.8829,99.39721791441917,6.247999999999999,99.79387046773151,3.755,99.65215152541113,3.3680000000000003,99.72378164816496,6.148,98.42141357390611
18.83,99.3607924873549,16.29,99.5785426780826,0.8917,99.40293424742886,6.037000000000001,97.87755549816272,3.786,99.76100537248054,2.553,84.76829003436521,5.879,99.705086686757
18.85,99.92770437682951,16.17,99.19678540705539,0.9056,99.09940143157783,6.152,99.73622291973183,3.806,99.78642049358594,2.843,92.03164713854827,6.2,96.11259654574972
17.63,99.55534819180951,15.86,99.54125596616258,0.88,99.8119356021554,6.0329999999999995,99.34491925659079,3.573,99.56968125112681,3.747,92.48858887645461,5.928999999999999,98.47692689310243
19.94,99.57160711447963,16.92,98.81637334947914,0.8752,98.68417174231612,6.675,97.71592471218231,3.763,99.63801235971336,3.252,98.45094216919266,6.55,99.5738484420402
18.55,99.36877342202834,16.22,99.55384551724374,0.8865,98.99785909842367,6.153,99.0964413744478,3.674,98.73524642091506,1.7380000000000002,68.43477224281035,5.894,98.03149081885431
18.45,99.26428721712493,16.12,99.68877588043642,0.8921,98.82500913993883,6.107,99.99059364457212,3.7689999999999997,99.15056920042032,2.235,81.98359578846124,5.794,99.29032838538132
19.38,99.68053496287527,16.72,99.27804039025358,0.8716,98.21640317834624,6.303,99.1938821981913,3.7910000000000004,99.72517709764415,3.678,98.50951398154501,5.965,97.94478754027173
19.13,99.10529552932567,16.31,99.11701864646798,0.9035,98.83671736061561,6.183,99.38917992799226,3.9019999999999997,98.61543965765925,2.109,75.52756427334195,5.9239999999999995,99.66711955186575
19.14,99.86968710835407,16.61,99.20770568796556,0.8722,99.53515603368606,6.2589999999999995,98.88765584001975,3.737,99.26585333616373,6.682,93.37997463331493,6.053,97.51052535012143
20.97,99.82721384553692,17.25,99.72242253553092,0.8859,99.90012816925447,6.563,99.25891883902545,3.991,99.8804726275014,4.677,96.16334578993332,6.316,98.60752607715429
19.06,99.93512874816098,16.45,98.77965941734831,0.8854,98.73352715165083,6.416,98.38222235178834,3.719,99.49891043815987,2.248,83.02728316627459,6.162999999999999,98.99091122160762
18.96,99.85563021562048,16.2,99.95014857594654,0.9077,99.57822723644318,6.051,99.8669616356434,3.897,99.38492353173733,4.334,93.47443389009477,5.75,99.7201161613009
19.15,99.73798896308193,16.45,99.82657824614694,0.889,99.13105137845561,6.245,99.85108121347301,3.815,99.21140567656438,3.0839999999999996,94.43658746955315,6.185,97.62623848324871
18.89,99.29582152707657,16.23,99.25816979934797,0.9008,98.02304816613255,6.227,98.63790395776168,3.7689999999999997,99.18194786514596,3.639,94.39508770751422,5.966,99.44736106122564
20.03,99.80222836481191,16.9,99.46652320958863,0.8811,99.72077478918709,6.492999999999999,99.29078611699185,3.8569999999999998,99.75876927489013,3.063,92.41073832238767,6.32,99.92020447762306
20.24,99.98435214342311,16.91,99.5776543639736,0.8897,99.10904344969204,6.315,99.26196256520933,3.9619999999999997,99.70381914484445,5.901,94.26579654929176,6.188,99.95776553245568
18.14,99.44559810560467,16.12,99.20440736984814,0.8772,98.32867235061379,6.059,97.86690800816687,3.563,97.76919412946427,3.6189999999999998,95.52098097801158,6.011,99.36725804678757
16.17,99.89824143988761,15.38,98.07775315103929,0.8588,97.65747857557216,5.7620000000000005,97.11576115210823,3.387,99.63028044787376,4.2860000000000005,91.15708053791994,5.702999999999999,97.84109062079926
18.43,99.8735994633946,15.97,99.770552667431,0.9077,98.91726426869486,5.98,99.22031734392375,3.7710000000000004,99.55220057329618,2.984,95.61825012409881,5.905,97.81584249754968
15.99,99.71593877966839,14.89,98.43224044198367,0.9064,98.83540870852816,5.3629999999999995,96.39777224593512,3.582,99.69738783253767,3.3360000000000003,95.97424844193183,5.144,98.33899889673732
18.75,99.94020118252409,16.18,99.99194257189252,0.8999,98.1821942784882,6.111000000000001,99.51526724202806,3.8689999999999998,98.06126797356079,4.188,93.89329735982118,5.992000000000001,97.00728221419503
18.65,99.19103735305055,16.41,99.56590086196556,0.8698,98.43548710256732,6.285,99.5893513992238,3.594,98.08536390662564,4.391,90.36409693051314,6.102,98.81066018015719
17.98,99.7180524502495,15.85,99.65817518363697,0.8993,99.39915862029808,5.979,99.11863991737165,3.687,99.75149965296701,2.2569999999999997,83.42373676492852,5.919,97.75905503338797
20.16,99.39896161787144,17.03,99.38028821749874,0.8735,98.46613879123677,6.513,99.52009138106307,3.773,97.99835645406327,1.91,67.79914378947491,6.185,95.88570583299388
17.55,99.6810975329798,15.66,99.10414720041973,0.8991,99.71793192172275,5.791,98.29218560970112,3.69,99.94981387764275,5.3660000000000005,91.05884829760672,5.6610000000000005,98.87202607470968
18.3,99.78963070727285,15.89,99.4978833307995,0.9108,98.50688237069534,5.979,99.52407305554718,3.755,99.52384017773647,2.8369999999999997,94.04522974983006,5.962000000000001,96.9550892926982
18.94,99.59716002433115,16.32,99.95305316157416,0.8942,99.06395648714798,6.144,99.58510298559526,3.825,99.32975545678615,2.908,92.51632650986458,5.949,99.23530813585765
15.38,98.81207094807995,14.9,99.8000725440795,0.8706,99.15386116070628,5.8839999999999995,98.48772223570388,3.2680000000000002,99.91704331743885,4.462,86.64663156825448,5.795,97.65180498684839
16.16,99.79943784251327,15.33,98.82797437304939,0.8644,98.24739340271829,5.845,98.73406530349341,3.395,99.27360078060634,4.266,89.84565085785495,5.795,97.1833747630338
15.56,99.47368510785665,14.89,99.93607886371525,0.8823,98.78663075483853,5.776,99.2412107566291,3.408,98.1052561997061,4.9719999999999995,89.2225582747195,5.847,94.48648938723666
15.38,99.78295919938354,14.66,99.26802768501187,0.899,99.09434290188734,5.477,98.58590851658745,3.465,98.88038253671068,3.6,91.52552337653694,5.439,95.05564091124886
17.36,99.6775819728032,15.76,99.73480067511245,0.8785,98.9676945460521,6.145,98.41961538108417,3.574,98.65807327117369,3.5260000000000002,91.63718315965824,5.971,97.96169136387108
15.57,99.97826134167873,15.15,99.57131863597478,0.8527,99.21729941799308,5.92,99.50789435546716,3.2310000000000003,99.94720672812501,2.64,98.59449987916071,5.879,97.48739314673512
15.6,99.84135485240242,15.11,99.28285183353324,0.858,98.58310767262992,5.832000000000001,99.02349776372263,3.286,99.51167700908174,2.725,99.7063730693052,5.752000000000001,97.54441117233887
16.23,99.5006253953444,15.18,99.96132234640987,0.885,99.23735679439146,5.872000000000001,99.36223497900897,3.472,98.55938355073216,3.7689999999999997,90.31632316007038,5.922000000000001,94.57298985908764
13.07,99.96004301307934,13.92,99.48782096695288,0.848,98.76303444166783,5.472,99.83655473237322,2.9939999999999998,99.1757338840609,5.303999999999999,94.52652391732025,5.395,98.40044723242379
13.32,99.25326250915823,13.94,99.10233947785233,0.8613,99.49928105984756,5.541,98.91811206087556,3.073,99.11945726352404,7.035,97.89055910393095,5.44,98.97280362932841
13.34,99.87025793095167,13.95,99.49208926838958,0.862,99.45087028100713,5.388999999999999,98.98139741428625,3.074,99.87196767878648,5.995,96.76081197830402,5.307,99.45013181867152
12.22,99.9529866384847,13.32,99.77901589295521,0.8652,99.9062966643669,5.224,99.89455976296412,2.967,99.22047370652011,5.468999999999999,97.611958703025,5.221,97.04981638001212
11.82,99.81192181002908,13.4,99.2346507784496,0.8274,98.64935557219168,5.314,99.44633334344377,2.7769999999999997,99.60317228266955,4.471,96.95521750810249,5.178,99.41813598670444
11.21,98.15379809029375,13.13,99.8500877459462,0.8167,98.19821647423893,5.279,99.35075646560162,2.687,99.1495759889172,6.169,92.44398524061546,5.275,99.45721739663726
11.43,99.53212093444336,13.13,99.56005035125126,0.8335,99.92758195708141,5.176,98.47863635635969,2.719,99.33854184006248,2.221,85.72057208595106,5.132000000000001,97.54553160369062
12.49,99.06078906909667,13.46,99.87434723404252,0.8658,98.9942626636815,5.267,99.49451558397277,2.967,99.38710651883788,4.421,90.67478935693497,5.002,99.72103612602015
12.7,99.4847816440473,13.71,99.49790970650163,0.8491,99.82319477460089,5.386,99.45677525071834,2.911,99.58288919727295,3.26,94.81545613528822,5.316,97.36006896578097
10.79,98.37555786790033,12.93,99.41186714518689,0.8107,97.36370368579863,5.317,98.54152952867952,2.648,97.53035126296407,5.462000000000001,94.25792350937348,5.194,99.68176037904544
11.83,99.86082892193978,13.23,99.74278178951705,0.8496,99.80679627355411,5.263,99.81252210455057,2.84,99.70796727025399,5.195,98.58669013352211,5.307,96.95563575892564
12.01,98.24214301584503,13.52,99.65914474809432,0.8249,99.25521281605731,5.405,99.33797977423299,2.7760000000000002,99.45057599998542,6.992000000000001,92.43693741858972,5.27,95.87850903477798
