Area,Area Confidence,Perimeter,Perimeter Confidence,Compactness,Compactness Confidence,Kernel Length,Kernel Length Confidence,Kernel Width,Kernel Width Confidence,Asymmetry Coefficient,Asymmetry Coefficient Confidence,Kernel Groove Length,Kernel Groove Length Confidence,Wheat Variety
14.79,99.69942376353707,14.52,99.59372213406404,0.8819,99.77386909798697,5.545,99.808047952604,3.2910000000000004,99.57763460097358,2.7039999999999997,94.46206904826974,5.111000000000001,97.99568361044523,1
14.86,99.61799766919876,14.67,99.78415948141709,0.8676,98.88344920931934,5.678,99.96267096803933,3.258,99.39760814518446,2.129,91.48102748372055,5.351,99.62387749864942,1
14.43,99.52038427836072,14.4,99.6270976657702,0.8751,98.79917461642965,5.585,98.75669512861435,3.272,98.79048845197605,3.975,86.47478186881048,5.144,98.81292570305095,1
15.78,99.09370506246005,14.91,99.70687411148245,0.8923,98.73308779975574,5.6739999999999995,99.43194639933792,3.4339999999999997,98.8498360347605,5.593,88.16742671109235,5.136,94.55921981519157,1
14.49,99.08667455992845,14.61,99.30061906641659,0.8538,99.59555671845847,5.715,99.81433406149691,3.113,98.92565851755401,4.1160000000000005,87.09666076136608,5.396,98.30877222720629,1
14.33,98.87398478451709,14.28,99.83085178825326,0.8831,98.20335525245738,5.504,99.86437922238056,3.199,98.67640632933585,3.3280000000000003,88.1277192344089,5.224,99.9781960719407,1
14.52,99.47774133875181,14.6,99.7290466965366,0.8557,99.76017305325958,5.7410000000000005,99.89805231836536,3.113,99.2420493540048,1.4809999999999999,61.48390639784584,5.487,99.1264987763925,1
15.03,99.84133404621836,14.77,99.7742272157668,0.8658,99.51963969310734,5.702000000000001,99.13505257020257,3.2119999999999997,98.89581023800648,1.933,84.20185459588996,5.439,99.1655259958962,1
14.46,99.16899151064601,14.35,98.92660198922977,0.8818,96.39121854492448,5.388,98.96029984913926,3.377,97.25496745767275,2.802,97.19446927759371,5.044,98.4241190059755,1
14.92,98.64442587432207,14.43,99.91159504005293,0.9006,99.36219419853472,5.3839999999999995,98.1091242235583,3.412,99.52721325091392,1.1420000000000001,24.74766925254689,5.088,99.88554661430838,1
15.38,99.40279112998893,14.77,99.89667661824319,0.8857,98.58141028731269,5.662000000000001,99.51134605672762,3.4189999999999996,98.71660371316764,1.999,87.43180532840309,5.222,98.81089796131212,1
12.11,96.78552692730513,13.47,98.69573819228117,0.8392,93.15977622964363,5.159,98.84686366454736,3.032,95.52365771408526,1.5019999999999998,56.545052275171685,4.519,96.06117666298076,1
11.42,99.19732136622434,12.86,99.93402119880503,0.8683,98.07930210631443,5.008,99.85206725543397,2.85,98.46585698844089,2.7,96.8846335870303,4.607,98.00940581566728,1
11.23,99.17335225930421,12.63,99.32087422718523,0.884,97.40190175617597,4.902,99.92756950704643,2.8789999999999996,98.73877308654498,2.269,95.57190609255748,4.703,97.85817045564478,1
12.36,98.63423003960513,13.19,99.80030814699032,0.8923,97.50749422308473,5.0760000000000005,99.2373675032763,3.042,98.5168710261971,3.22,88.23035973125965,4.605,97.60187116289318,1
13.22,99.19196210537248,13.84,99.66222509632144,0.868,99.81014512154215,5.395,99.40968422548659,3.07,99.99797423758999,4.157,88.53486507405196,5.088,99.75187901452877,1
12.78,99.16149639939586,13.57,99.55765025087209,0.8716,99.42452161330459,5.2620000000000005,99.8348835395311,3.0260000000000002,99.32452868060737,1.176,43.38376497851092,4.782,96.3951421250091,1
12.88,99.7111774716784,13.5,99.79903878519197,0.8879,99.16997439646376,5.138999999999999,99.8350381733359,3.1189999999999998,99.40604471869531,2.352,97.85718842228808,4.607,96.81588638305509,1
14.34,99.38361624240423,14.37,99.28290006211478,0.8726,99.730263368471,5.63,99.06731734737826,3.19,99.78147010345319,1.3130000000000002,55.57740185256801,5.15,96.66812697629754,1
14.01,99.7428404865464,14.29,99.98927127308232,0.8625,98.74836019828341,5.609,98.84348012212895,3.158,99.03664010306437,2.217,97.32169270756107,5.132000000000001,97.84353280904827,1
14.37,99.69802346360885,14.39,99.74411809133227,0.8726,98.73177385039659,5.569,99.29590208974322,3.153,98.5622604312024,1.464,62.75954893929456,5.3,99.01615887661904,1
12.73,99.07615536602154,13.75,99.41122052288556,0.8458,98.86038946497432,5.412000000000001,99.94291455103131,2.8819999999999997,98.18171904655655,3.533,90.57214020404722,5.067,97.63702996339113,1
17.63,99.71638753620036,15.98,99.66265348381826,0.8673,98.46501447766744,6.191,99.39488303151653,3.5610000000000004,98.95545358373481,4.0760000000000005,90.18514794778555,6.06,98.1994732794978,2
16.84,99.92152998864752,15.67,98.91925394749599,0.8623,97.43390088333233,5.997999999999999,99.37964438964251,3.484,98.6926199122901,4.675,89.33495215287257,5.877000000000001,98.14328465124117,2
17.26,99.89057991609239,15.73,99.18842040781203,0.8763,97.86516071337165,5.978,99.69537918215464,3.594,98.67802012819595,4.539,89.4925129274859,5.791,98.58461754750167,2
19.11,99.53397334359954,16.26,99.31195850575347,0.9081,98.56473023257817,6.154,99.30030884375006,3.93,98.0211462634572,2.9360000000000004,90.99381411941046,6.079,96.41696351958602,2
16.82,99.26953261281902,15.51,99.9722352381466,0.8786,99.94691580212725,6.017,99.0148000581755,3.486,99.74028571659005,4.004,88.12211469259334,5.841,98.58722618589255,2
16.77,99.61352654113571,15.62,98.71022121613952,0.8638,99.03917274315582,5.9270000000000005,98.46755315631793,3.438,99.66672843320283,4.92,89.24207666206365,5.795,99.47827005334278,2
17.32,99.30188460455672,15.91,98.93641054265278,0.8599,98.80409600730852,6.064,98.24141244414446,3.403,97.62211030448844,3.824,91.15896565340792,5.922000000000001,99.28973512051742,2
20.71,99.2556430293169,17.23,99.86591527179951,0.8763,97.03838247811657,6.579,99.77604905630064,3.8139999999999996,97.29691868199977,4.4510000000000005,95.63533192792582,6.4510000000000005,98.31871346026088,2
18.94,98.88016142781922,16.49,99.58237795812983,0.875,98.01652322577696,6.445,98.56650463510513,3.639,98.77555809675633,5.064,88.72874344170091,6.362,99.52168977912801,2
17.12,99.97797424530917,15.55,99.57857848117288,0.8892,99.97801891111094,5.85,98.61223655435872,3.5660000000000003,99.75083069631769,2.858,98.45281221848212,5.746,97.98324048471704,2
16.53,99.24314942990058,15.34,99.64830530742478,0.8823,99.64718551047994,5.875,99.73131735288663,3.467,99.88187595995586,5.532,89.74588390001276,5.88,97.32704814673986,2
18.72,99.9429241712773,16.19,99.29528297561967,0.8977,98.2666219376874,6.006,98.9349217410346,3.8569999999999998,98.84526478410196,5.324,92.55014411353783,5.879,98.35214463431419,2
20.2,99.47489793514303,16.89,99.51549270632142,0.8894,98.14083129151008,6.285,98.36052483938633,3.864,97.96223705386868,5.172999999999999,94.30473992842889,6.187,99.13069093269173,2
19.57,98.7969792767683,16.74,99.31138368534563,0.8779,99.78237866049808,6.3839999999999995,99.07455972272481,3.772,99.60993459580787,1.472,18.88873316846329,6.273,99.54906061000628,2
19.51,99.63687014804069,16.71,99.94512976384445,0.878,99.09492446573012,6.3660000000000005,99.81996145924012,3.801,99.71104184892758,2.9619999999999997,91.35483811564887,6.185,99.95063050503703,2
18.27,99.90951914828521,16.09,99.49580304337645,0.887,99.40113244528254,6.172999999999999,99.82548643560958,3.6510000000000002,99.8144095043486,2.443,85.28781960954083,6.197,97.04836013239938,2
18.88,99.09304735340976,16.26,99.53498217735708,0.8969,99.29922194845268,6.084,97.99319063605654,3.764,99.26480681719626,1.649,37.99254283235717,6.109,98.08780729327775,2
18.98,99.95366895961833,16.66,99.78833343283922,0.8590000000000001,98.03414946749886,6.5489999999999995,98.52726532488147,3.67,98.48548213032376,3.6910000000000003,95.37612014202517,6.497999999999999,97.61572608392332,2
21.18,99.36536445061978,17.21,99.15771970775786,0.8989,97.94117957260286,6.5729999999999995,98.26244189936666,4.033,98.98625476335906,5.78,93.4329771203426,6.231,96.6179220592208,2
20.88,99.57797593781879,17.05,99.398377941305,0.9031,98.72784021366276,6.45,99.23888011044359,4.032,99.62104570432972,5.016,95.50055985370531,6.321000000000001,99.81307681427319,2
20.1,99.4203410168857,16.99,98.95647983000488,0.8746,99.13257372845653,6.581,99.5819193194113,3.785,99.1876690264253,1.955,55.32845400008275,6.449,99.21032495240955,2
18.76,99.97008924928102,16.2,99.50590348261527,0.8984,99.98133519679357,6.172000000000001,99.44759029766492,3.7960000000000003,99.41550953867912,3.12,97.66277460130743,6.053,97.95680550040672,2
18.81,99.36436756033417,16.29,99.37422327618967,0.8906,97.7397724639661,6.272,99.13730182915195,3.693,98.56891005559392,3.237,98.15157679367546,6.053,99.31474641892646,2
18.59,99.75314573374153,16.05,99.93600289244249,0.9066,99.36151239999857,6.037000000000001,99.53582412471815,3.86,98.93604453177024,6.001,91.9684749583451,5.877000000000001,98.92867125893025,2
18.36,99.04977417093328,16.52,99.54107370403932,0.8452,99.86195050191799,6.666,97.0161136212189,3.485,99.84459546742808,4.933,86.50951544570972,6.4479999999999995,99.33032419516536,2
16.87,99.6394633717857,15.65,99.95730311038388,0.8648,98.58077728833567,6.138999999999999,98.61613169843221,3.463,98.72690902138062,3.696,89.78379564697843,5.9670000000000005,98.24316472932742,2
19.31,99.84886444902779,16.59,99.91460214432608,0.8815,98.6959638584475,6.341,99.68622545466259,3.81,98.99707119377882,3.477,99.7925316304525,6.2379999999999995,98.18517017024297,2
18.98,99.7896163091344,16.57,99.26371690975768,0.8687,96.86493546972808,6.449,99.71223410670383,3.552,97.15534229002338,2.144,73.58247727699148,6.452999999999999,99.86335516032568,2
18.17,99.78645620400053,16.26,99.81695087456353,0.8637,99.13639160370646,6.271,99.14604904842648,3.512,98.62022104865895,2.853,95.55598940010908,6.273,98.54151331525995,2
18.72,99.53960656188525,16.34,99.76776111269207,0.8809999999999999,99.70974191398027,6.218999999999999,99.16243365721364,3.6839999999999997,99.36462093620106,2.188,74.11918680221572,6.097,99.71495211370365,2
16.41,99.77991751836687,15.25,99.00703775812147,0.8866,98.74169832170934,5.718,98.59625059186521,3.525,99.23606817685487,4.217,90.07162706397345,5.617999999999999,97.15198597575613,2
17.99,99.39774371980405,15.86,99.90190631656463,0.8992,99.66078632648447,5.89,97.69934420156515,3.694,99.4285362469985,2.068,70.18708884646125,5.837000000000001,98.13602982124347,2
19.46,99.9657297217566,16.5,99.51195088945097,0.8985,99.67998073806676,6.1129999999999995,98.58833115612187,3.892,99.98989797856238,4.308,96.35837825343458,6.0089999999999995,98.7481288743205,2
19.18,99.77167814119976,16.63,99.88357570867767,0.8717,99.32541939001679,6.369,99.62704311031197,3.681,98.89922850350483,3.3569999999999998,99.95608270805843,6.229,99.76009038126959,2
18.95,99.9636436324051,16.42,99.947360653065,0.8829,99.39356241731049,6.247999999999999,99.79344469625,3.755,99.65215152541113,3.3680000000000003,99.72301656909725,6.148,98.42141357390611,2
18.83,99.3566803397563,16.29,99.5785426780826,0.8917,99.39934795980473,6.037000000000001,97.83153094595103,3.786,99.76043281979055,2.553,82.03135870800293,5.879,99.705086686757,2
18.85,99.92770437682951,16.17,99.19028163095346,0.9056,99.09940143157783,6.152,99.73622291973183,3.806,99.78642049358594,2.843,91.34172525516593,6.2,96.11259654574972,2
17.63,99.55534819180951,15.86,99.54125596616258,0.88,99.8119356021554,6.0329999999999995,99.34059965188833,3.573,99.56782150603868,3.747,92.48858887645461,5.928999999999999,98.47692689310243,2
19.94,99.57160711447963,16.92,98.80219581998341,0.8752,98.68417174231612,6.675,97.71592471218231,3.763,99.63669724865667,3.252,98.42656881013367,6.55,99.5738484420402,2
18.55,99.36476364129928,16.22,99.5518460583434,0.8865,98.99785909842367,6.153,99.08820275176382,3.674,98.71904550306867,1.7380000000000002,53.875454359379674,5.894,97.99196241462535,2
18.45,99.25883436681934,16.12,99.6878042519683,0.8921,98.8110389563462,6.107,99.99059275969366,3.7689999999999997,99.15056920042032,2.235,78.02437909892888,5.794,99.28525605045418,2
19.38,99.67951111293321,16.72,99.27804039025358,0.8716,98.18401329723405,6.303,99.18733112975853,3.7910000000000004,99.72517709764415,3.678,98.50951398154501,5.965,97.90166224120581,2
19.13,99.09721830110524,16.31,99.10915263030515,0.9035,98.82302582436036,6.183,99.38917992799226,3.9019999999999997,98.61543965765925,2.109,67.59800747964039,5.9239999999999995,99.66711955186575,2
19.14,99.86968710835407,16.61,99.20770568796556,0.8722,99.53298514330292,6.2589999999999995,98.87514356515864,3.737,99.26042376188508,6.682,93.37997463331493,6.053,97.44696827246099,2
20.97,99.82721384553692,17.25,99.7216498983765,0.8859,99.90012816925447,6.563,99.25891883902545,3.991,99.880329588603,4.677,96.16334578993332,6.316,98.58786242973362,2
19.06,99.93508663805046,16.45,98.76458312384366,0.8854,98.73352715165083,6.416,98.38222235178834,3.719,99.4963868854106,2.248,79.55766323253646,6.162999999999999,98.98062482106728,2
18.96,99.85563021562048,16.2,99.95014857594654,0.9077,99.57644077901152,6.051,99.8669616356434,3.897,99.38492353173733,4.334,93.47443389009477,5.75,99.71933061304662,2
19.15,99.73730066182199,16.45,99.82627697262602,0.889,99.12343447440402,6.245,99.85085911467635,3.815,99.21140567656438,3.0839999999999996,94.10883781432644,6.185,97.62623848324871,2
18.89,99.29582152707657,16.23,99.25262554996566,0.9008,98.02304816613255,6.227,98.63790395776168,3.7689999999999997,99.17520057584842,3.639,94.39508770751422,5.966,99.44428999133108,2
20.03,99.8018364535257,16.9,99.46366197068409,0.8811,99.71999293888038,6.492999999999999,99.29078611699185,3.8569999999999998,99.75876927489013,3.063,91.78746776036337,6.32,99.92020447762306,2
20.24,99.98435214342311,16.91,99.5776543639736,0.8897,99.10103405370852,6.315,99.2564750729104,3.9619999999999997,99.70381914484445,5.901,94.26579654929176,6.188,99.95774768741643,2
18.14,99.44559810560467,16.12,99.20440736984814,0.8772,98.32867235061379,6.059,97.82041546499546,3.563,97.71829369117869,3.6189999999999998,95.52098097801158,6.011,99.36725804678757,2
16.17,99.89813778636572,15.38,98.07775315103929,0.8588,97.60128823865232,5.7620000000000005,97.03010220619667,3.387,99.63028044787376,4.2860000000000005,91.15708053791994,5.702999999999999,97.84109062079926,2
18.43,99.8735994633946,15.97,99.77002499591856,0.9077,98.91726426869486,5.98,99.21419052372747,3.7710000000000004,99.5501863101719,2.984,95.41745443969711,5.905,97.81584249754968,2
15.99,99.71512957325783,14.89,98.43224044198367,0.9064,98.82168616825749,5.3629999999999995,96.26316286140441,3.582,99.69738783253767,3.3360000000000003,95.97424844193183,5.144,98.33899889673732,2
18.75,99.94016540214213,16.18,99.99194192261872,0.8999,98.14853830180684,6.111000000000001,99.51526724202806,3.8689999999999998,98.06126797356079,4.188,93.89329735982118,5.992000000000001,97.00728221419503,2
18.65,99.19103735305055,16.41,99.56590086196556,0.8698,98.43548710256732,6.285,99.58765812307581,3.594,98.04799001898282,4.391,90.36409693051314,6.102,98.79634462751858,2
17.98,99.71725525837844,15.85,99.65700273386187,0.8993,99.39915862029808,5.979,99.11080288897924,3.687,99.75088059036955,2.2569999999999997,80.13003986889234,5.919,97.75905503338797,2
20.16,99.39532730287546,17.03,99.37642384257835,0.8735,98.46613879123677,6.513,99.51777715205328,3.773,97.95747233079874,1.91,52.505512000987956,6.185,95.70916839870577,2
17.55,99.6810975329798,15.66,99.10414720041973,0.8991,99.71713404716547,5.791,98.26251254898301,3.69,99.94978867852751,5.3660000000000005,91.05884829760672,5.6610000000000005,98.87202607470968,2
18.3,99.78963070727285,15.89,99.49534939599558,0.9108,98.50688237069534,5.979,99.52179715937953,3.755,99.52156204843668,2.8369999999999997,93.66818469579982,5.962000000000001,96.9550892926982,2
18.94,99.59553066014087,16.32,99.95303111116581,0.8942,99.05511192360517,6.144,99.58337441849633,3.825,99.32975545678615,2.908,91.91096990936246,5.949,99.23530813585765,2
15.38,98.81207094807995,14.9,99.79967203347252,0.8706,99.15386116070628,5.8839999999999995,98.48772223570388,3.2680000000000002,99.91697444219042,4.462,86.64663156825448,5.795,97.65180498684839,2
16.16,99.79943784251327,15.33,98.82797437304939,0.8644,98.21612916477311,5.845,98.71783391819703,3.395,99.27360078060634,4.266,89.84565085785495,5.795,97.1833747630338,2
15.56,99.47368510785665,14.89,99.93607886371525,0.8823,98.77172727130178,5.776,99.2412107566291,3.408,98.1052561997061,4.9719999999999995,89.2225582747195,5.847,94.48648938723666,2
15.38,99.78295919938354,14.66,99.26802768501187,0.899,99.08606579185924,5.477,98.56562514390723,3.465,98.88038253671068,3.6,91.52552337653694,5.439,95.05564091124886,2
17.36,99.6775819728032,15.76,99.73409549816876,0.8785,98.95692684498421,6.145,98.41961538108417,3.574,98.65807327117369,3.5260000000000002,91.63718315965824,5.971,97.96169136387108,2
15.57,99.97826134167873,15.15,99.57131863597478,0.8527,99.21112488789936,5.92,99.50546069965573,3.2310000000000003,99.94720672812501,2.64,98.57446396851559,5.879,97.48739314673512,2
15.6,99.84110276965681,15.11,99.28285183353324,0.858,98.56274329261842,5.832000000000001,99.01386816429432,3.286,99.51167700908174,2.725,99.705508362549,5.752000000000001,97.54441117233887,2
16.23,99.5006253953444,15.18,99.96130738101274,0.885,99.23149584970442,5.872000000000001,99.36223497900897,3.472,98.55938355073216,3.7689999999999997,90.31632316007038,5.922000000000001,94.57298985908764,2
13.07,99.96004301307934,13.92,99.48782096695288,0.848,98.74754196716916,5.472,99.83628715146979,2.9939999999999998,99.1757338840609,5.303999999999999,94.52652391732025,5.395,98.40044723242379,3
13.32,99.24764438773701,13.94,99.09420854555276,0.8613,99.49676124810263,5.541,98.91811206087556,3.073,99.11945726352404,7.035,97.84510282158114,5.44,98.9621427978148,3
13.34,99.87008938222826,13.95,99.49208926838958,0.862,99.4478381964469,5.388999999999999,98.97091512918293,3.074,99.87196767878648,5.995,96.76081197830402,5.307,99.45013181867152,3
12.22,99.9529866384847,13.32,99.77852647165626,0.8652,99.90620877886415,5.224,99.89455976296412,2.967,99.22047370652011,5.468999999999999,97.611958703025,5.221,97.04981638001212,3
11.82,99.8115674094234,13.4,99.2346507784496,0.8274,98.63086340506307,5.314,99.44325080881151,2.7769999999999997,99.60317228266955,4.471,96.95521750810249,5.178,99.41813598670444,3
11.21,98.11907236843969,13.13,99.84986267169317,0.8167,98.16515656754954,5.279,99.3465137483647,2.687,99.1495759889172,6.169,91.82638574081638,5.275,99.45425518874302,3
11.43,99.52992153571728,13.13,99.56005035125126,0.8335,99.92752947534575,5.176,98.45513331629103,2.719,99.33413743781091,2.221,83.34188915616298,5.132000000000001,97.54553160369062,3
12.49,99.06078906909667,13.46,99.87434723404252,0.8658,98.9942626636815,5.267,99.49451558397277,2.967,99.38332697003716,4.421,90.67478935693497,5.002,99.7202557405969,3
12.7,99.4847816440473,13.71,99.49790970650163,0.8491,99.82319477460089,5.386,99.45380820169139,2.911,99.58114209570607,3.26,94.81545613528822,5.316,97.36006896578097,3
