Sepal Length Confidence,Sepal Width Confidence,Petal Length Confidence,Petal Width Confidence
89.98097945042512,93.5729492496633,63.5696296619733,39.70949414149077
99.70362329846849,97.2285212559068,96.75752636064246,45.60201906413971
94.96541480952942,98.11371994376724,99.68406575674264,98.1644215153477
98.5427456550073,98.94781473069908,96.89405992849017,77.06628278136145
97.85394167436382,99.36964772571869,80.53959011889438,61.51821756852468
91.2635553861282,61.993982207400435,48.50175196091132,5.052553457130482
91.9887591605051,95.51838755271821,89.66261262320556,78.95785708825436
98.74491199836814,99.19387533153629,75.83117401745062,57.06351778741718
92.95024864254546,85.32743890783657,82.90396023394534,63.04660198797312
96.59106778709955,90.08076224362846,76.24214457503692,54.94304316631038
94.92682319657304,86.98381230533965,80.3769574750427,5.006430985410759
95.13911112189047,97.47710227857083,93.69189596046552,73.68058096961794
98.53093021209392,94.2093352787004,99.81622295423463,63.776833571283056
97.78174625343148,98.11191873180127,90.0934102308417,95.70401395954391
92.78610105363452,96.33630958473812,97.88465862446114,93.99438263996149
98.38371413732347,97.72346255232503,99.87166068804598,99.66507971099796
94.42748472943792,96.91655710060267,99.2633436169789,94.17028729724807
99.34840002029003,79.9593049063223,96.36100636365579,94.2557244381975
93.93412767892035,88.24750640472814,94.79631869168874,96.33964025808199
92.15569158272034,92.4375544792294,88.131891065748,79.94593469684091
97.65079482662587,91.07574055355569,96.00364885999268,96.61585658571458
93.86378074748527,90.08782331208411,97.22686893287351,99.38967896440913
95.20785296240514,93.92243578330287,99.08961434005371,88.69652366283775
92.33183421692999,99.78842292599866,97.70423224068401,94.80770599495753
98.3811674166079,70.95147868688352,98.79769297345108,99.8782827898418
99.11413590057894,99.99580134088743,98.31255449019525,93.77183812972658
92.79076558338315,68.43796443642051,96.44588120206362,90.2688968122423
96.74479014887196,95.53101459247324,92.28750582345737,85.37930894199913
99.51170323153774,94.58416647061699,93.67335103004876,87.00987239732291
92.77942947925514,93.1780310868146,94.42155406815797,97.6039904484834
89.90027042443516,88.03573279339393,90.03919649765628,91.50097169210781
97.13820089912194,99.48132427075032,89.52182794469891,69.36372773650868
90.99505583876369,63.38040467244296,88.64228570282235,87.88672374267256
99.34746195842604,89.32174551951786,97.41469793707516,91.14146276376952
92.5236233730692,88.03748458461416,95.29811891546325,98.22144015425287
94.94416594276439,88.37517498003487,93.54799358379128,93.35001749011124
97.18377620095247,86.7588953409248,99.76969585594784,94.91052270199981
95.97385329916955,94.88639687729486,87.52145306864274,68.18233721536548
94.84999095551485,92.0257876710808,97.39419348145056,97.60207660513713
93.19295986108422,91.64262719751088,94.6010278023496,97.47180555477773
92.70864217787556,87.96865872930812,97.62695319213654,93.76922562640758
95.65078718503824,95.7064499070074,97.11386092729082,97.60182664236632
98.33169280078172,99.4521169909693,97.97885436560472,98.63338855440595
96.03263464633012,84.37348492689077,95.35719710205075,98.8859226085176
99.99908026535171,84.79011070754822,99.7704309274079,96.09231790178671
99.72908925807768,84.70466579370955,98.5595787248476,90.96243149259632
98.46996884189691,90.91606585966915,98.47336229289915,99.90457611480882
94.34155756545982,95.84653883709896,91.84116273745757,88.10021019193918
85.82250266237722,83.98507597778907,86.79313917888194,88.697353974172
93.8121038784903,86.49710435431894,93.95384848965327,97.81951383338121
95.12363975254765,97.04036477758402,98.08460460801727,98.38117864682022
91.24741534820637,69.0586316494034,92.50340766288299,97.50327897274293
92.97012031212569,92.09516687159326,91.7712175012257,90.99614210821969
98.27027546049048,89.56256051381652,99.61797863205533,97.7753738837972
90.88539589404002,94.95317303393864,86.49021470290128,74.63392884074997
96.83691911898225,94.30800854741955,92.8776810507501,87.50295869984998
98.56686310356463,88.98363890199728,99.38304210137692,97.42698473064952
97.29623361810627,82.66730031547591,98.58598758105335,96.21983560749922
95.20856640820325,99.85132692937275,94.23900603938635,92.22878412228765
92.61339754330852,90.26612899440916,87.88295820953661,79.28068019042205
94.74924333863704,95.33703534968997,92.87608696644448,90.32660643703558
97.90966808311211,96.21612230791341,99.20876978959954,94.36713308444195
97.97226484766232,80.29101599962216,85.53360762720605,75.3727465422128
97.14560677256333,99.15661220064746,96.73012434045512,96.13326331416695
91.01475174056716,83.38424254287087,96.88865263698177,93.5224371484237
93.60799676022692,97.65582629850846,97.48122759866484,96.44478435252684
96.10608760949526,97.68536554022505,98.05525488112366,97.55247063994956
93.43655111435854,89.29352585231203,90.39059290599818,86.88251271667991
96.98201318825059,94.01703029794689,98.63955493795358,96.4616301245337
96.33258237448686,98.71174874258597,96.66547591478512,89.91771690188021
83.1502211688046,93.17333315123105,92.34113258604017,97.66392634282487
98.78412767098973,96.04223928868085,91.94025554698608,78.10526842784752
98.41439053122085,91.40520031313531,96.80303694650954,90.7937227784047
99.07828061993244,89.99105113279259,97.12741919398792,90.80234859781717
99.10633112683574,97.46301346896787,96.04565939566572,89.98247897441848
98.63982454402128,93.20056455620588,97.92905008365204,95.34240744229045
96.1633390360752,95.91590633151742,94.6248892182466,90.53561952701226
96.27367961685414,92.33686214498995,96.53285657964791,87.75568873917115
97.32864341535483,95.69078262130718,89.62229462206646,77.30535933726699
99.76009768766755,97.21079306929305,93.16318927518788,83.73453688632644
96.80188595971254,92.32909291420187,93.50556975841367,90.87058840439927
97.92185506377461,79.47530622577695,90.69274775412612,85.16675448393227
92.98877747535413,86.18576440744101,98.51218251645678,97.52102693002891
99.95374865466103,82.27694424846365,97.30049128056301,91.77338587062177
97.0982451276859,99.34941582575918,94.25381724952359,88.31278069513714
92.18297779964895,96.05926526364429,99.89994805630184,89.6082626925413
95.03462973265432,96.19709550135515,96.09947206510572,85.12229063052443
96.58381573097627,88.83710805914514,94.03771237812492,90.11653345904438
97.34658342986205,89.21458458602064,96.96800819684283,99.81552110255184
99.92196831183426,90.65586208938304,92.06302456139547,81.89227714702623
98.05097619152865,92.87574773536174,94.70882586601111,89.63297991874472
97.02885796906376,95.99594593116456,98.99308526577676,96.26583512339053
98.76186722888588,99.26276543295272,99.39705669566553,94.86713889613549
97.69041470965074,96.8362980908171,92.4985593030247,76.564629215743
93.88223684781079,92.12654952156159,99.58989831020783,92.36933273656797
98.21787161815122,84.3295665829681,92.70848053167215,83.67746592172378
99.64087951099823,97.23454560049792,96.81541450955592,90.55499621903842
97.44048005704548,96.90521249982703,92.02542668308769,83.32046935521231
89.4743417839251,86.18584323130641,80.94519838940124,56.4617233800282
89.00300300096504,85.67010695555236,89.47374385422101,88.15898791932386
93.59700500227072,86.18391710498389,99.93557588520041,89.604307420073
94.16619004848094,87.39073984490268,90.9932836667698,88.43142983323725
96.49777712613586,95.93197863139086,99.5338518406383,94.51129706106876
94.68822010545486,95.41537111195447,92.52726042035428,88.11856097965844
97.11834943315432,97.63572288691145,91.22908490674212,83.24007009810349
89.96601073623502,86.05721593969466,80.53584584029126,73.59405767625643
93.60799676022692,97.65582629850846,97.48122759866484,96.44478435252684
99.38247798939922,93.77311836589054,99.07633682873335,93.80168369066489
99.29480247729076,96.09823977495809,92.88659093142813,83.84503772614356
92.73544191010366,88.27114106131808,84.38963984291745,76.71516038838466
94.74058806181753,80.02610382116183,90.6599410674,85.73426197243748
98.18530717142332,98.00081340779633,95.53941804698019,90.32514773509419
93.26721148384499,86.18778942671675,99.74073145063363,89.83969021537612
91.12792802037906,88.02256689950227,92.24683526820034,95.55239255540639
