Sepal Length Confidence,Sepal Width Confidence,Petal Length Confidence,Petal Width Confidence
97.65674659763158,98.26501172358506,90.92261803124745,43.82569188469046
99.7895858226971,98.90824468799786,99.76906346765045,-21.636309285531
99.07878008066282,95.3065114231113,83.27438698252587,78.96645432901035
98.93638196699519,94.82105711978367,81.94015515664263,83.06425334299152
99.7895858226971,98.90824468799786,99.76906346765045,-21.636309285531
99.83808786452147,99.93455301813802,99.14209857409706,88.47287821474626
99.81527935404277,99.5446074712359,98.53981498149477,78.32974461226868
99.34139910449977,98.50965972266216,90.91716739933287,77.25488607912457
98.88702154633377,93.74452481758756,86.4298026668472,45.34241641013046
99.25390001643372,99.36996071243827,99.84955312506831,70.67893282319145
98.31802450680296,96.865624929757,99.07338548092552,53.8449669310779
99.1340016018551,94.68192872091365,89.54783827455172,92.9211282371189
99.26537175553877,99.03382334836147,95.57039742825741,67.15580975983482
99.12197625865582,98.39644171666365,96.19223593363006,30.518540054344957
99.76714514729194,99.264779460973,98.75488252584817,73.18542644380383
99.22623129671157,99.36075604204852,97.19677840564526,66.7232190662024
99.66418463569156,98.55201787568917,95.27311585991089,91.63675065610872
97.87669047989067,96.23317994891723,96.03987627014097,96.05092833332716
97.60986035495789,93.55249249348633,94.87458748497288,91.0157566652931
98.52718760296725,97.55890345609218,97.21821817253925,98.97687723674645
99.19358753780817,98.59526010234778,99.8514746336713,96.86334118999241
98.62367218059703,99.48995194721863,99.06159485090842,93.95447357754063
99.6442805075636,95.87181557807322,95.53736448627293,86.36139546829962
98.07053893042762,92.89970843329036,94.57994273911066,94.26480319170365
97.49018072076865,93.75830006478961,94.15110773041842,94.7179984933346
98.6353067553665,98.21527964792594,97.02746347896122,95.69034331844831
98.08643740529766,93.44792597826931,95.55933030954371,90.7482861355669
99.30477184612509,97.19197021259363,99.93920696899275,95.21878765258379
97.52716831629455,93.32947584105116,95.3449935600067,87.06018047987737
99.71696560718254,92.86380231824019,98.53642528479176,86.08083763916822
99.3741782858472,96.65092106352208,96.33282546327034,91.44566213226862
96.46950977875662,92.07522743623694,94.00601293307712,78.75201971733202
97.4548179368766,95.67448092667206,96.15783828888705,88.96818469796206
99.15573158758265,93.5673976833178,95.01471831113338,97.87595336760258
98.8050809168657,96.0646086871817,94.41627580355728,80.18924391863187
99.63020546950318,88.96117734662793,94.82089488094202,96.78271839796166
98.53011365806769,97.52299211334021,96.53519104701373,95.71852511878292
99.11734952631599,94.01562461093053,96.50324280896552,93.88232141870071
97.43956361414982,95.99380460961285,96.60219189107451,87.34273323898468
99.23838614815779,94.2038405253692,98.23184593337866,91.30006019493129
99.97214392719253,98.01255061198194,96.05528400850686,75.6104260549628
97.90051736435811,96.595829738537,96.43965966066445,94.96571086913936
97.69159921542155,96.45745220009232,96.77606641828605,90.32405536638859
99.15178820572321,98.54309594331153,99.30544853486431,96.61199957186409
98.99634180258829,98.84563249896291,98.97951149923647,94.93948223085324
98.62089534866294,95.70910713175036,96.64560667870332,96.45949893401144
97.29454911954919,96.07058758478179,95.55319107658798,91.3377149712156
98.52512815724067,98.42515214379678,97.3698656932512,98.58006928281888
98.41060281242771,98.17485925567792,96.69305461919726,95.05013003288525
97.71081997549072,95.56372518163569,95.78981312473871,93.50730408250566
98.4980205090364,97.7661737956587,99.94537765641167,86.60632881313227
99.64550136726264,93.31904968475641,94.8227336800949,94.75318734561446
97.73199552599648,90.90869444116349,93.09440432766229,91.70718342741128
98.1073612932412,96.25407588940877,96.64896517537443,94.35496177800768
99.88321021908962,91.96147830781842,97.07338200935173,97.07786487827373
97.87696115040251,91.81574802724101,92.92443625470351,98.38187208361097
98.62536392254088,97.54935528620801,97.72422455055714,96.15012987040832
99.74441341123415,97.68100690557485,96.3064852511111,78.95650558050795
98.79462240941388,94.9588113122928,95.28453268393287,95.53571505383438
98.25093595887667,97.26940900991997,96.86072022539041,98.01477696616516
97.64317238971097,95.88921863961536,95.91108830006938,93.1216075191259
98.79309779690809,95.62628181379036,95.92614346289292,97.42729644162505
98.28079277850352,92.3078008496256,92.53832156970392,91.9918821879637
98.25297876196598,93.43780785775384,94.18733289497347,99.13470106060825
98.03901420515302,95.63840437242519,95.71311733018544,97.6388948248502
96.15388838497935,93.78965217764852,95.62955241448083,71.39530749184514
98.07680700361139,94.33201900796226,95.11067945797687,96.81388854055359
96.95344747377771,97.44006474050234,96.78054658384498,98.15722999937839
98.22198913560155,96.95563267724222,97.83895467172697,98.87166803106902
98.71598457530615,94.62805188910616,97.11837056368174,99.07373384114696
97.66359282135049,96.90836600303709,99.31588834987322,84.93582323444188
97.80057011162103,95.6371769376786,96.9797455869674,99.03293417807328
96.9716814377097,89.15538383363541,95.92443874362078,84.43659903906526
97.78722044281805,99.19491596906605,98.90425480665202,97.01965049782865
96.95852596327363,90.32235724303163,97.33350180882466,74.09420463927412
96.52191478038154,85.62015256163643,94.81396583737958,81.50612658552615
99.66269232664473,99.07207258337007,98.98010534471419,90.83709115465368
98.96382929531,96.84074668257267,99.08164077155074,88.16072424180751
98.78681543694623,94.63070221397393,97.038839574391,99.92097378035022
99.68979068264989,97.44920628862829,97.75176978487936,92.99682631654849
97.8546715889752,93.09358441223432,95.13123762040863,96.02548274305171
98.44891989741016,95.68085986838196,94.19744562093759,84.96255372542298
99.83799183265563,98.86772826076474,98.40714288937514,85.51416174930847
98.86535010473409,99.00585718872604,99.77711354247917,91.15475941746217
98.71983824423974,99.00937994111922,98.65067570259004,89.39144298701453
94.86378083495644,75.09686181533635,90.83082836014212,83.7637914587826
97.18876935207848,86.49355745701912,95.34593425622808,81.55647664702407
99.67346384181425,98.62828165705912,97.78735755101017,90.40809606711156
98.91626669079935,99.66925664859096,98.28049444890817,93.51320612455974
96.09618810964264,83.64695275692061,94.48354529199202,76.61777377064789
99.84559279167694,97.56763544698374,98.18251612766157,92.92246246118616
99.38538888861137,98.93558554605202,99.75093093692196,98.96585523021645
98.73847953206253,98.04057852139549,99.53795560932444,84.0520778385238
99.3594464717611,99.86857605828725,99.42978919942564,90.66170472702629
99.47147999290424,97.0957261367299,98.55936262512111,94.58717317744096
97.86138642115189,93.79264225113872,96.21486082474814,99.27486002621184
98.73871267443953,96.01491162372999,99.9471342092559,78.16327852792394
97.76343535521185,88.98867084626994,95.9451193735973,86.75416020907136
99.93943531542851,97.53584841712234,97.31673761456594,91.22840281752622
97.8909820852641,93.29456449806767,95.44118199289248,97.17307805530955
99.27512966115286,99.07308322246118,98.84004330054591,84.94226832567517
95.6465294130352,91.76412130340806,99.0267246603338,52.159745559409146
99.10609091407214,91.29994085718312,94.8588937164916,93.48419108662735
99.03077395468829,98.34845161199277,98.91449852483952,91.08763638571418
98.8675332217442,99.34474150061665,98.8246061470158,90.09874060349063
99.26596020852246,96.45635794618144,98.33279997647865,92.69588565895502
99.54001825962173,99.30254374084703,98.54825674736745,89.02688221559973
99.41956016650623,97.34837738090447,96.34445968175308,87.34432528949914
98.50018882774683,99.48645577622649,96.78600021382996,76.08410789802522
98.22198913560155,96.95563267724222,97.83895467172697,98.87166803106902
98.66199528993542,97.66936521027765,97.69621681147947,96.51378736246481
99.4673895338821,99.2904552447261,97.15485367549344,86.8096891871876
99.33980648831049,98.1007626344092,96.27705193278368,80.46526837260862
99.22799169053663,92.28798933721579,95.21828204594004,92.86258701628421
99.76302418238741,99.9638097416837,99.08403497630235,91.29369936982165
99.6167326114838,96.86039729821071,99.98748513947143,90.03563930266013
99.18588002648315,97.8952027565697,98.65844841676879,96.4083469012184
